en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
inadequate;yetersiz;adj.;He felt inadequate compared to his more experienced colleagues, but he was determined to learn and improve his skills.;Daha deneyimli meslektaşlarına kıyasla kendini yetersiz hissetti, ancak öğrenmeye ve becerilerini geliştirmeye kararlıydı.;insufficient, lacking, deficient;adequate, sufficient, enough;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
inadequately;yetersiz olarak;adv.;The room was inadequately heated.;Oda yetersiz ısıtılmıştı.;"insufficiently; poorly; deficiently";"adequately; sufficiently";C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
inadvertently;yanlışlıkla, kasıtlı olmadan, bilmeyerek, kazara;adv.;I inadvertently deleted an important file from my computer while trying to clean up my desktop and organize my folders.;Masamı temizlemeye ve klasörlerimi düzenlemeye çalışırken bilgisayarımdan yanlışlıkla önemli bir dosyayı sildim.;"accidentally; unintentionally; unwittingly";"deliberately; intentionally; knowingly";C1;"verb; action; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
inanimate;cansız;adj.;The child treated her dolls as if they were real, talking to them and caring for the inanimate objects.;Çocuk bebeklerine gerçekmiş gibi davrandı, cansız nesnelerle konuştu ve onlara baktı.;lifeless, dead, inert;living, alive, animate;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
inborn;doğuştan gelen;adj.;Some researchers believe that musical talent is inborn, while others think it is developed through practice.;Bazı araştırmacılar müzikal yeteneğin doğuştan geldiğine inanırken, diğerleri pratik yoluyla geliştirildiğini düşünüyor.;"innate; natural; inherent";"acquired; learned";B2;"adjective; description";Doğuştan gelen (innate ile neredeyse aynı anlamda).
incalculable;hesaplanamaz, hesaplanamayacak kadar çok;adj.;The damage caused by the forest fire to the local ecosystem was incalculable and will take decades to recover.;Orman yangınının yerel ekosisteme verdiği zarar hesaplanamazdı ve toparlanması on yıllar alacak.;"immeasurable; infinite; countless";"measurable; limited; finite";C1;"yds; yökdil";Çok büyük veya çok fazla olduğu için ölçülemeyen.
incapacitate;güçsüz bırakmak, iş yapamaz hale getirmek;v.;The elderly man was incapacitated by a severe stroke last year.;Yaşlı adam, geçen yıl geçirdiği ciddi bir felç nedeniyle güçsüz kaldı.;"disable; paralyze; cripple; weaken";"strengthen; enable; empower";C1;"verb; action; advanced";Birini normal işlevlerini yerine getiremez hale getirmek.
incarceration;hapsetme, tutukluluk;n.;During his long incarceration, the prisoner spent countless hours reading and studying in the prison library to better himself.;Uzun süren tutukluluğu sırasında mahkum, kendini geliştirmek için sayısız saatini hapishane kütüphanesinde okuyarak ve çalışarak geçirdi.;imprisonment, confinement, custody;freedom, liberty, release;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
incentive;teşvik, özendirici şey, dürtü, güdü;n.;The company offers its employees financial incentives for meeting their sales targets.;Şirket, çalışanlarına satış hedeflerine ulaşmaları için mali teşvikler sunuyor.;"motivation; encouragement; stimulus; spur";"disincentive; deterrent";B2;"noun; vocabulary";Birini daha fazla çaba göstermesi için motive eden şey.
inception;başlangıç, kuruluş;n.;Since its inception over twenty years ago, the company has grown from a small startup into a multinational corporation.;Yirmi yıldan fazla bir süre önceki kuruluşundan bu yana, şirket küçük bir girişimden çok uluslu bir şirkete dönüştü.;beginning, start, commencement;end, conclusion;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
incessant;aralıksız, devamlı, kesintisiz;adj.;The incessant noise from the construction site next door made it impossible to concentrate on my work.;Yan dairedeki inşaat sahasından gelen aralıksız gürültü, işime konsantre olmamı imkansız hale getirdi.;"constant; continuous; unending";"intermittent; occasional";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
incidence;insidans, oluş sıklığı, görülme sıklığı;n.;Public health officials are concerned about the rising incidence of obesity among young children.;Halk sağlığı yetkilileri, küçük çocuklar arasında artan obezite görülme sıklığından endişe duyuyor.;"occurrence; prevalence; rate";;C1;"noun; vocabulary; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
incident;olay, vaka, hadise;n.;Fortunately, the security incident at the airport was quickly resolved, and no one was injured.;Neyse ki, havaalanındaki güvenlik olayı hızla çözüldü ve kimse yaralanmadı.;"event; occurrence; episode";-;B2;"noun; vocabulary";Genellikle küçük veya hoş olmayan bir olay.
inclination;"eğilim, yatkınlık; eğim, eğim açısı";n.;Despite his natural inclination to be lazy on weekends, he forced himself to get up early and go for a run to stay in shape.;Hafta sonları tembel olma yönündeki doğal eğilimine rağmen, formda kalmak için kendini erken kalkıp koşuya gitmeye zorladı.;"tendency; preference; slope";"aversion; disinclination; flatness";B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
incline;eğilimi olmak;v.;I incline to the view that he is right.;Onun haklı olduğu görüşüne eğilimliyim.;"tend; lean; prefer";-;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
inclined;eğilimli;adj.;He is inclined to be lazy.;Tembelliğe eğilimlidir.;"disposed; likely; prone";"unlikely; disinclined";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
include;içermek;v.;The job description clearly states that your daily duties will include preparing a full breakfast for the family.;İş tanımı, günlük görevlerinin aile için tam bir kahvaltı hazırlamayı da içereceğini açıkça belirtiyor.;"incorporate; cover";"exclude; omit";A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
including;dahil;prep.;The tour package includes accommodation in a five-star hotel, all meals, and guided visits to several historical sites.;Tur paketi, beş yıldızlı otelde konaklama, tüm öğünler ve birkaç tarihi mekana rehberli ziyaretler dahildir.;;excluding;B1;"preposition; grammar";Orta seviye kelime. Genel iletişimde kullanılır.
inclusive;kapsayıcı;adj.;The price is inclusive of all taxes.;Fiyata tüm vergiler dahildir.;"including; comprehensive; all-in";exclusive;B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
incompatible;uyumsuz, bağdaşmayan;adj.;Their personalities were completely incompatible, leading to constant arguments.;Kişilikleri tamamen uyumsuzdu, bu da sürekli tartışmalara yol açtı.;"mismatched; conflicting; contradictory; clashing";"compatible; harmonious";B2;"adjective; description";Birlikte var olamayan veya uyum içinde çalışamayan.
inconceivable;anlaşılmaz, hayal edilemez, inanılmaz, akıl almaz, imkansız;adj.;It seems almost inconceivable that a person could survive such a terrible accident, yet the rescue team found him alive amidst the wreckage.;Bir insanın bu kadar korkunç bir kazadan sağ kurtulabilmesi neredeyse akıl almaz görünüyor, ancak kurtarma ekibi onu enkaz arasında canlı buldu.;"unimaginable; unthinkable; implausible";"conceivable; imaginable; possible";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
incongruous;uyumsuz, tutarsız;adj.;The modern glass and steel building looked completely incongruous among the historic brick houses on the old street.;Modern cam ve çelik bina, eski sokaktaki tarihi tuğla evlerin arasında tamamen uyumsuz görünüyordu.;out of place, inconsistent, incompatible;harmonious, consistent, fitting;C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
incontrovertible;inkar edilemez, su götürmez, yadsınamaz, muhakkak;adj.;The detective presented the jury with incontrovertible DNA evidence that placed the suspect at the crime scene, leaving no room for reasonable doubt.;Dedektif jüriye, şüpheliyi olay yerine götüren, inkar edilemez DNA kanıtı sundu ve makul şüpheye yer bırakmadı.;"indisputable; undeniable; unquestionable";"debatable; questionable; dubious";C1;"adjective; description; advanced";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
inconvenience;"zahmet, sıkıntı, güçlük, rahatsızlık; sıkıntı veren şey";n.;We apologize for any inconvenience caused by the delayed flight.;Geciken uçuşun neden olduğu herhangi bir rahatsızlık için özür dileriz.;"trouble; difficulty; bother; disturbance";"convenience; ease; comfort";B2;"noun; vocabulary";Rahatsızlık veya güçlük veren durum.
incorporate;birleştirmek, dahil etmek;v.;The new design for the park incorporates several elements from traditional Japanese gardens, such as a small pond and a stone lantern.;Parkın yeni tasarımı, küçük bir gölet ve bir taş fener gibi geleneksel Japon bahçelerinden birkaç unsuru birleştiriyor.;include, integrate, combine;exclude, separate;B2;"verb; action";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
incorrect;yanlış ;adj.;The information he gave us was incorrect.;Bize verdiği bilgi yanlıştı.;"wrong; false; inaccurate";"correct; right; accurate";A2;"adjective; description; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
increase;artırmak, çoğalmak;v.;The company hopes to increase its market share significantly by launching this innovative new product.;Şirket, bu yenilikçi yeni ürünü piyasaya sürerek pazar payını önemli ölçüde artırmayı umuyor.;"raise; boost";"decrease; reduce";A2;"verb; action; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
increase in;artış;NP;We saw an increase in sales.;Satışlarda bir artış gördük.;"rise in; growth in";decrease in;B1;"noun phrase; collocation";Orta seviye kelime. Genel iletişimde kullanılır.
increased;artmış;adj.;The increased demand for electric cars has led to higher production.;Elektrikli araçlara olan artan talep, daha yüksek üretime yol açtı.;"heightened; raised; elevated";"decreased; reduced; lowered";B1;"adjective; description";Orta seviye kelime. Genel iletişimde kullanılır.
increasing;artmakta olan;adj.;There is increasing demand for organic food.;Organik gıdaya artan bir talep var.;"growing; rising; expanding";"decreasing; falling";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
indecisive;kararsız;adj.;He is too indecisive to be a good leader.;İyi bir lider olamayacak kadar kararsız.;"hesitant; uncertain; wavering";"decisive; resolute";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
indeed;gerçekten, hakikaten;conj.;It was a very difficult task indeed, but we managed to do it.;Gerçekten de çok zor bir görevdi ama yapmayı başardık.;"truly; certainly; really";—;B2;"conjunction; grammar";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
indefinite;kesin olmayan, belirsiz, süresiz;adj.;The factory will be closed for an indefinite period due to the strike and ongoing negotiations.;Grev ve devam eden müzakereler nedeniyle fabrika süresiz/belirsiz bir süre kapalı kalacak.;"uncertain; unlimited; vague";"definite; limited; specific";B2;"yds; yökdil; step-02";Ne zaman başlayıp biteceği belli olmayan, süresi belirtilmemiş.
independence;bağımsızlık;n.;The country celebrated its independence day with fireworks and large street parades.;Ülke, bağımsızlık gününü havai fişekler ve büyük sokak geçit törenleriyle kutladı.;freedom, liberty;dependence;A2;"noun; vocabulary; basic";Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
independent;bağımsız;adj.;After graduating from university, she wanted to become financially independent from her parents.;Üniversiteden mezun olduktan sonra, ailesinden mali olarak bağımsız olmak istedi.;"self-sufficient; free; autonomous";"dependent; reliant";B2;"adjective; description";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
index;dizin, indeks;n.;You can use the index at the back of the book to quickly find all the pages that mention a specific topic or person.;Belirli bir konu veya kişiden bahseden tüm sayfaları hızlıca bulmak için kitabın arkasındaki dizini kullanabilirsiniz.;list, catalogue, directory;;B2;"noun; vocabulary";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
